CCI ID,NAME,Hylak_id,Depth_avg,Lake_area
300013668, Turske,13668,1.2,10.41
300013821, Lyman,13821,5.0,11.75
300013927, Dnistrovske,13927,39.9,75.13
300001256, Khadzhybeys'kyy lagoon,1256,30.1,109.87
300013767, KhNPP,13767,5.2,18.55
300013676, Pulemetske,13676,1.7,13.89
300013995, Zelenodilske,13995,2.3,15.02
215215,Morse reservoir,112158,13.2,4.6
215311,Geist reservoir,112190,12.9,5.75
215339,Eagle-Creek,112206,27.8,4.89
214687,Branched Oak lake,111913,24.5,6.16
6561,Squam lake,9046,2.4,26.8
12200,West Okoboji lake,9069,6.4,20.12
300000727, lake Chelan,727,6.5,127.7
300004816, Kulik,4816,37.9,47.1
300008339, Hungry Horse reservoir,8339,48.8,75.37
300008633, Long,8633,3.5,60.26
300008718, Chamberlain,8718,2.5,52.48
300008783, Traverse,8783,6.1,42.55
300009129, Chautauqua,9129,2.7,53.34
300009172, Trinity lake,9172,46.8,56.28
300004580, Zzzz,4580,2.1,47.09
300009151, Pymatuning reservoir,9151,9.9,55.19
300009523, lake Conroe,9526,20.0,43.7
300009528, Somerville,9528,29.1,43.58
300009484, lake Palestine,9484,6.9,47.09
300000767, lake George,767,24.5,113.39
300008638, Lida Crystal Lizzie Lakes,8641,9.0,24.06
300009124, Quabbin reservoir,9124,23.2,96.11
300009411, Hugo,9411,32.8,47.87
7739, Bemidji,8496,8.1,26.07
300001940, Sungovoak,1940,1.0,48.65
300004437, Telaquana,4437,24.7,46.45
300004974, lake Aleknagik,4974,21.0,84.02
300008306, Priest lake,8306,62.5,92.86
300008645, lake Gogebic,8645,6.5,52.64
300008848, lake Charlevoix,8848,18.5,68.39
300008924, Hebgen lake,8924,13.5,48.12
300009430, Ray Roberts,9430,34.7,68.71
10421, Hancock,9618,3.0,18.14
300009182, Grand,9182,3.7,49.75
300009460, lake Ray Hubbard,9460,9.0,79.89
298, Kentucky lake,801,13.2,574.74
10161, Pike Bay,8514,9.0,18.81
300009100, Koshkonong,9100,7.5,43.7
571, lake Francis Case and  lake Sharpe,764,10.3,228.45
6048, Poinsett,8966,5.4,30.61
300000725, Banks lake,725,8.3,106.65
300008411, Pelican,8411,6.4,46.62
300009243, lake Berryessa/Monticello,9243,29.6,66.28
300004634, Upnuk,4634,36.6,46.28
441, Eufaula lake,815,13.3,354.96
507, St John river,1065848,1.8,0.11
13484, Bitter,8859,1.7,24.43
300004287, Beluga,4287,27.4,42.45
300004882, lake Beverley,4882,32.3,90.72
276, lake Powell,802,207.6,120.75
100000033,Thomson,9015,2.6,48.75
300000773,Seneca,773,51.3,173.58
300000836, Richland-Chambers,836,13.7,156.51
300009432, Jim Chapman,9432,24.3,40.44
300009443, Lewisville lake,9443,39.2,65.48
300000772, Cayuga lake,772,4.8,171.19
300009360,Mohave,9360,22.7,98.68
300009636, lake Istokpoga,9636,2.4,91.0
300008819, Mullet lake,8819,12.3,67.14
300004419, Puk Palik,4419,1.0,50.46
300000430, Nonvianuk lake,430,24.7,131.69
278, lake Mead,809,63.2,580.95
300000771, Harney lake,771,6.9,122.0
378, Sevier lake,793,6.0,486.51
309, Zzzz,783,0.3,776.39
212, Teshekpuk lake,193,4.5,829.95
